序號,縣市,業者,品項,批號,有效日期,備註
525,新竹縣,022瓦城-竹北光明店,沙拉油-18L,20270416,20270416,
526,新竹縣,182時時香-竹北遠百店,沙拉油-18L,20270416,20270416,
527,新竹縣,大海山行,泰山不飽和大豆沙拉油2.6L*6入(新版),20270413,20270413,
527,新竹縣,大海山行,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,延續前一列品項的批號/日期
527,新竹縣,大海山行,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,延續前一列品項的批號/日期
527,新竹縣,大海山行,泰山不飽和調合油-2L*6,20271017,20271017,
528,新竹縣,加昇企業社,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,
528,新竹縣,加昇企業社,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,延續前一列品項的批號/日期
528,新竹縣,加昇企業社,泰山不飽和調合油-1.5L*6,20271017,20271017,
528,新竹縣,加昇企業社,泰山不飽和調合油-2L*6,20271017,20271017,
528,新竹縣,加昇企業社,泰山花生風味調和油2L*6入,20271024,20271024,
529,新竹縣,吉美物流有限公司,沙拉油 18Ｌ(福壽),C2140426O,2027.04.13,
529,新竹縣,吉美物流有限公司,沙拉油 １８Ｌ,C2270526P,2027/05/26,
529,新竹縣,吉美物流有限公司,沙拉油－塑桶 3L,C1140426K,2027.04.13,
529,新竹縣,吉美物流有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,
529,新竹縣,吉美物流有限公司,福壽大豆沙拉油-18L,C2090426O,20270408,
529,新竹縣,吉美物流有限公司,福壽大豆沙拉油-18L,C2140426O,20270413,延續前一列品項的批號/日期
529,新竹縣,吉美物流有限公司,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,
529,新竹縣,吉美物流有限公司,福壽炸酥油-18L,BL140426D,20270413,
529,新竹縣,吉美物流有限公司,福壽香油-3L,BS060526L,20280428,
529,新竹縣,吉美物流有限公司,福壽香油-3L,BS220426L,20280419,延續前一列品項的批號/日期
530,新竹縣,竹琦食品股份有限公司,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,
530,新竹縣,竹琦食品股份有限公司,沙拉油 18Ｌ(福壽),C2150426O,2027.04.14,
530,新竹縣,竹琦食品股份有限公司,沙拉油 18Ｌ(福壽),C2150426P,2027.04.14,
530,新竹縣,竹琦食品股份有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,
530,新竹縣,竹琦食品股份有限公司,沙拉油－塑桶 3L,C1140426K,2027.04.13,
530,新竹縣,竹琦食品股份有限公司,花生風味精華調合油-2L,BL100426F,20280108,
530,新竹縣,竹琦食品股份有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,
530,新竹縣,竹琦食品股份有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,延續前一列品項的批號/日期
530,新竹縣,竹琦食品股份有限公司,福壽大豆沙拉油-18L,C2150426O,20270414,
530,新竹縣,竹琦食品股份有限公司,福壽大豆沙拉油-18L,C2150426P,20270414,延續前一列品項的批號/日期
530,新竹縣,竹琦食品股份有限公司,福壽大豆沙拉油-18L,C2230426O,20270422,延續前一列品項的批號/日期
530,新竹縣,竹琦食品股份有限公司,福壽辣椒油-3L,BL150426F,20280408,
531,新竹縣,良橙有限公司,福壽好味香油-200g,BL120526H,20280428,
531,新竹縣,良橙有限公司,福壽好味香油-200g,BL160426H,20280410,延續前一列品項的批號/日期
531,新竹縣,良橙有限公司,福壽好味香油-200g,BL170426H,20280410,延續前一列品項的批號/日期
532,新竹縣,亞太國際發展有限公司,益康大豆沙拉油 18L,20270527000408,2027/5/27,
532,新竹縣,亞太國際發展有限公司,益康烹調油(調合油)18L,20270522000403,2027/05/22,
533,新竹縣,坪頂食品有限公司,油炸專用油-18L,20270421,20270421,
533,新竹縣,坪頂食品有限公司,泰山花生風味調和油2L*6入,2027100901,2027.10.09,
533,新竹縣,坪頂食品有限公司,黃金優選大豆沙拉油-18L,20270415,20270415,
533,新竹縣,坪頂食品有限公司,黃金優選大豆沙拉油-18L,20270420,20270420,延續前一列品項的批號/日期
534,新竹縣,阿麵製麵廠有限公司,㇐級黃豆油(散),202604161314,2026/10/10,
535,新竹縣,俊耀食品有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
536,新竹縣,屏榮食品股份有限公司 新豐廠,沙拉油-18L,20270410,20270410,
536,新竹縣,屏榮食品股份有限公司 新豐廠,沙拉油-18L,20270417,20270417,延續前一列品項的批號/日期
537,新竹縣,屏榮食品新豐廠,金酥耐炸油-18L,20270417,20270417,資料列跨頁，序號/業者/品項由座標重組(請人工複核)
537,新竹縣,屏榮食品新豐廠,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
537,新竹縣,屏榮食品新豐廠,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
537,新竹縣,屏榮食品新豐廠,金酥耐炸油-18L,2027040801,2027.04.08,延續前一列品項的批號/日期
538,新竹縣,春上股份有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
538,新竹縣,春上股份有限公司,益康大豆沙拉油 18L,20270527000408,2027/5/27,延續前一列品項的批號/日期
538,新竹縣,春上股份有限公司,益康大豆沙拉油(18L),20270413000408,2027/04/13,
539,新竹縣,洪吉亞企業有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
540,新竹縣,珍茂商行,益康大豆沙拉油18L,20270522000408,2027/05/22,
541,新竹縣,海洋食品行,㇐級黃豆油,202605221313,2026/5/22,
542,新竹縣,添好運-竹北遠百店,黃金優選大豆沙拉油-18L,20270415,20270415,
543,新竹縣,翔鴻商行,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,
543,新竹縣,翔鴻商行,泰山不飽和調合油-2L*6,20271017,20271017,
544,新竹縣,福比股份有限公司,黃金優選大豆沙拉油-18L,20270415,20270415,
545,新竹縣,福比股份有限公司 (湖口廠),黃金優選大豆沙拉油-18L,20270415,20270415,
546,新竹縣,慧成飲品大批發有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,
547,新竹縣,聯合利華股份有限公司,㇐級黃豆油,202604091315,2026.10.04,
547,新竹縣,聯合利華股份有限公司,㇐級黃豆油,202605211313,2026/5/21,延續前一列品項的批號/日期
548,新竹縣,聯信有限公司,泰山大豆沙拉油0.6L*12入(新版),20270422,20270422,
548,新竹縣,聯信有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270413,20270413,
548,新竹縣,聯信有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,延續前一列品項的批號/日期
548,新竹縣,聯信有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,延續前一列品項的批號/日期
548,新竹縣,聯信有限公司,泰山不飽和調合油-1.5L*6,20271017,20271017,
548,新竹縣,聯信有限公司,泰山不飽和調合油-2L*6,20271017,20271017,
548,新竹縣,聯信有限公司,泰山花生風味調和油2L*6入,20271024,20271024,
549,新竹縣,鬍鬚張-A041竹北光明店,黃金優選大豆沙拉油-18L,20270420,20270420,
550,新竹縣,寶發商行,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,
550,新竹縣,寶發商行,沙拉油 １８ｋｇ,C2220526P,2027/05/21,
550,新竹縣,寶發商行,福壽大豆沙拉油-18L,C2090426O,20270408,
550,新竹縣,寶發商行,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
551,新竹縣,鑫邑商行,沙拉油 18Ｌ(福壽),C2150426P,2027.04.14,
551,新竹縣,鑫邑商行,沙拉油 １８Ｌ,C2270526P,2027/05/26,
551,新竹縣,鑫邑商行,健味香油 ３Ｌ(P*6),BL100626L,2028/05/22,
551,新竹縣,鑫邑商行,福壽大豆沙拉油-3L,C1210426K,20270420,
551,新竹縣,鑫邑商行,福壽大豆沙拉油-18L,C2090426O,20270408,
551,新竹縣,鑫邑商行,福壽大豆沙拉油-18L,C2100426O,20270409,延續前一列品項的批號/日期
551,新竹縣,鑫邑商行,福壽大豆沙拉油-18L,C2150426P,20270414,延續前一列品項的批號/日期
551,新竹縣,鑫邑商行,福壽大豆沙拉油-18L,C2200526O,20270519,延續前一列品項的批號/日期
551,新竹縣,鑫邑商行,福壽大豆沙拉油-18L,C2210426O,20270420,延續前一列品項的批號/日期
551,新竹縣,鑫邑商行,福壽好味香油-3L,BL300426L,20280419,
551,新竹縣,鑫邑商行,福壽炸酥油-18L,BL150426D,20270414,
551,新竹縣,鑫邑商行,福壽炸酥油-18L,BL160426D,20270415,延續前一列品項的批號/日期
552,苗栗縣,082瓦城-苗栗頭份店,沙拉油-18L,20270416,20270416,
553,苗栗縣,口美商社,泰山大豆沙拉油0.6L*12入(新版),20270413,20270413,
553,苗栗縣,口美商社,泰山大豆沙拉油0.6L*12入(新版),20270422,20270422,延續前一列品項的批號/日期
553,苗栗縣,口美商社,泰山大豆沙拉油0.6L*12入(新版),2027041301,2027.04.13,延續前一列品項的批號/日期
553,苗栗縣,口美商社,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,
553,苗栗縣,口美商社,泰山不飽和調合油-2L*6,20271017,20271017,
553,苗栗縣,口美商社,泰山花生風味調和油2L*6入,20271024,20271024,
554,苗栗縣,元昌食品行,沙拉油-18L,20270413,20270413,
554,苗栗縣,元昌食品行,沙拉油-18L,20270422,20270422,延續前一列品項的批號/日期
555,苗栗縣,巨揚物流股份有限公司,不飽和大豆沙拉油-2L,C1160426A,20280410,
556,苗栗縣,合泰食品南北雜貨行,沙拉油 18Ｌ(福壽),C2210426O,2027.04.20,
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-3L,C1220426K,20270421,
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2100426O,20270409,
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2130426O,20270412,延續前一列品項的批號/日期
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2190526O,20270518,延續前一列品項的批號/日期
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2200526O,20270519,延續前一列品項的批號/日期
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2200526P,20270519,延續前一列品項的批號/日期
556,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2210426O,20270420,延續前一列品項的批號/日期
556,苗栗縣,合泰食品南北雜貨行,福壽炸酥油-18L,BL090426D,20270408,
556,苗栗縣,合泰食品南北雜貨行,福壽炸酥油-18L,BL180526D,20270517,延續前一列品項的批號/日期
557,苗栗縣,名揚商行,沙拉油 18Ｌ(福壽),C2150426O,2027.04.15,
557,苗栗縣,名揚商行,沙拉油－塑桶 3L,C1160426K,2027.04.15,
557,苗栗縣,名揚商行,福壽大豆沙拉油-3L,C1160426K,20270415,
557,苗栗縣,名揚商行,福壽大豆沙拉油-18L,C2150426O,20270414,
557,苗栗縣,名揚商行,福壽炸酥油-18L,BL210426D,20270420,
558,苗栗縣,好樂迪頭份店,金酥耐炸油-18L,20270417,20270417,
558,苗栗縣,好樂迪頭份店,金酥耐炸油-18L,2027040801,2027.04.08,延續前一列品項的批號/日期
559,苗栗縣,江O治,沙拉油 １８Ｌ,C2220526O,2027/05/21,
559,苗栗縣,江O治,沙拉油 １８Ｌ,C2260526P,2027/05/25,延續前一列品項的批號/日期
559,苗栗縣,江O治,福壽炸酥油 １８Ｌ,BL250526D,2027/05/24,
560,苗栗縣,希維雅商行,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
561,苗栗縣,林O堯,益康大豆沙拉油18L,20270522000408,2027/05/22,
562,苗栗縣,金佶利欣業有限公司,沙拉油 １８Ｌ,C2260526P,2027/05/25,
562,苗栗縣,金佶利欣業有限公司,福壽炸酥油 １８Ｌ,BL250526D,2027/05/24,
563,苗栗縣,高雄空廚(股)公司,福壽香油-3L,BS180526L,20280428,
564,苗栗縣,高雄空廚股份有限公司,福壽香油-3L,BS180526L,20280428,
565,苗栗縣,新O人,黃金優選大豆沙拉油-18L,20270415,20270415,
566,苗栗縣,詮紘食品有限公司,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
566,苗栗縣,詮紘食品有限公司,益康大豆沙拉油 18L,20270525000408,2027/5/25,
566,苗栗縣,詮紘食品有限公司,益康大豆沙拉油18L,20270525000408,2027/05/25,
566,苗栗縣,詮紘食品有限公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
566,苗栗縣,詮紘食品有限公司,福壽大豆沙拉油-18L,C2160426O,20270415,
566,苗栗縣,詮紘食品有限公司,福壽大豆沙拉油-18L,C2170426O,20270416,延續前一列品項的批號/日期
567,苗栗縣,零售-謝O齡,益康大豆沙拉油 18L,20270410000407,2027.04.10,
568,苗栗縣,賴O嘉,胡麻油 １８ｋｇ,BL250526F,2028/03/24,
569,苗栗縣,龍豪食品有限公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
569,苗栗縣,龍豪食品有限公司,㇐級黃豆油,202605211313,2026/5/21,延續前一列品項的批號/日期
570,苗栗縣,聯有企業股份有限公司,泰山大豆沙拉油0.6L*12入(新版),20270422,20270422,
570,苗栗縣,聯有企業股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,
570,苗栗縣,聯有企業股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,延續前一列品項的批號/日期
570,苗栗縣,聯有企業股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),2027040901,2027.04.09,延續前一列品項的批號/日期
570,苗栗縣,聯有企業股份有限公司,泰山不飽和調合油-2L*6,20271017,20271017,
570,苗栗縣,聯有企業股份有限公司,泰山花生風味調和油2L*6入,2027100901,2027.10.09,
571,苗栗縣,鬍鬚張-A058頭份中華店,黃金優選大豆沙拉油-18L,20270415,20270415,
572,臺中市,021瓦城-台中三越店,沙拉油-18L,20270413,20270413,
572,臺中市,021瓦城-台中三越店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
573,臺中市,035瓦城-台中中友店,沙拉油-18L,20270413,20270413,
573,臺中市,035瓦城-台中中友店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
574,臺中市,036瓦城-台中新時代,沙拉油-18L,20270413,20270413,
574,臺中市,036瓦城-台中新時代,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
575,臺中市,042瓦城-台中誠品店,沙拉油-18L,20270413,20270413,
575,臺中市,042瓦城-台中誠品店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
576,臺中市,044非常泰-台中大遠百店,沙拉油-18L,20270416,20270416,
577,臺中市,115時時香-台中三越店,沙拉油-18L,20270413,20270413,
577,臺中市,115時時香-台中三越店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
578,臺中市,150瓦城-台中廣三SOGO店,沙拉油-18L,20270413,20270413,
578,臺中市,150瓦城-台中廣三SOGO店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
579,臺中市,161時時香-台中勤美店,沙拉油-18L,20270413,20270413,
579,臺中市,161時時香-台中勤美店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
580,臺中市,168時時香-台中新時代店,沙拉油-18L,20270413,20270413,
580,臺中市,168時時香-台中新時代店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
581,臺中市,190瓦城-豐原太平洋店,沙拉油-18L,20270413,20270413,
581,臺中市,190瓦城-豐原太平洋店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
582,臺中市,199時時香-台中三井店,沙拉油-18L,20270413,20270413,
582,臺中市,199時時香-台中三井店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
583,臺中市,200非常泰-台中誠品480店,沙拉油-18L,20270416,20270416,
584,臺中市,201-1010湘-食堂-台中誠品480店,沙拉油-18L,20270416,20270416,
585,臺中市,210瓦城-台中秀泰店,沙拉油-18L,20270416,20270416,
586,臺中市,213-瓦城台中米平方店,沙拉油-18L,20270413,20270413,
586,臺中市,213-瓦城台中米平方店,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
587,臺中市,㇐心行銷有限公司,泰山不飽和調合油-1.5L*6,20271017,20271017,
588,臺中市,万生行,花生風味精華調合油-2L,BL130426F,20280108,
589,臺中市,三幸食品股份有限公司,環保鐵桶沙拉油-18Kg,20270525,20270525,
590,臺中市,口福食品行,㇐級黃豆油(福懋),202605191315,2026/11/10,
591,臺中市,大買家(股)公司大里國光分公司,泰山花生風味調和油2L*6入,2027.11.27,2027/11/27,
591,臺中市,大買家(股)公司大里國光分公司,泰山花生風味調和油2L*6入,20271024,20271024,延續前一列品項的批號/日期
592,臺中市,大買家(股)公司台中北屯分公司,泰山花生風味調和油2L*6入,2027.11.27,2027/11/27,
592,臺中市,大買家(股)公司台中北屯分公司,泰山花生風味調和油2L*6入,20271024,20271024,延續前一列品項的批號/日期
592,臺中市,大買家(股)公司台中北屯分公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
592,臺中市,大買家(股)公司台中北屯分公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
593,臺中市,大買家股份有限公司大里國光分公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
593,臺中市,大買家股份有限公司大里國光分公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
593,臺中市,大買家股份有限公司大里國光分公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,
594,臺中市,中聯油脂股份有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,
594,臺中市,中聯油脂股份有限公司,福壽大豆沙拉油-3L,C1220426K,20270421,延續前一列品項的批號/日期
595,臺中市,中O倉,沙拉油-18L,20270414,20270414,
596,臺中市,仁偉商行,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
596,臺中市,仁偉商行,福壽大豆沙拉油-3L,C1190526K,20270518,
596,臺中市,仁偉商行,福壽大豆沙拉油-18L,C2160426O,20270415,
596,臺中市,仁偉商行,福壽大豆沙拉油-600CC,C1220426A,20270421,
596,臺中市,仁偉商行,福壽大豆沙拉油-600CC,C1230426A,20270422,延續前一列品項的批號/日期
596,臺中市,仁偉商行,福壽香油-3L,BS180526L,20280428,
596,臺中市,仁偉商行,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
596,臺中市,仁偉商行,福壽辣椒油-3L,BL140426F,20280408,
597,臺中市,今春企業股份有限公司,泰山大豆沙拉油0.6L*12入(新版),20270413,20270413,
597,臺中市,今春企業股份有限公司,泰山大豆沙拉油0.6L*12入(新版),2027041301,2027.04.13,延續前一列品項的批號/日期
597,臺中市,今春企業股份有限公司,泰山花生風味調和油2L*6入,2027.11.27,2027/11/27,
597,臺中市,今春企業股份有限公司,泰山花生風味調和油2L*6入,2027100901,2027.10.09,延續前一列品項的批號/日期
597,臺中市,今春企業股份有限公司,泰山特級歐式蔬菜調合油-0.5L*24,2027.07.25,2027/7/25,
597,臺中市,今春企業股份有限公司,泰山精選蔬菜油-1.5L*6,20270725.i,20270725,
598,臺中市,天允(潭子倉),泰山吉多陽光種子調合油1L*12入,20270725.g,20270725,
599,臺中市,太平義煊包裝廠,泰山吉多陽光種子調合油1L*12入,20270725.g,20270725,
600,臺中市,太御食品股份有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,資料列跨頁，序號/業者/品項由座標重組(請人工複核)
600,臺中市,太御食品股份有限公司,福壽大豆沙拉油-18L,C2090426O,20270408,
600,臺中市,太御食品股份有限公司,福壽大豆沙拉油-18L,C2200426O,20270419,延續前一列品項的批號/日期
600,臺中市,太御食品股份有限公司,福壽炸酥油-18L,BL090426D,20270408,
600,臺中市,太御食品股份有限公司,福壽炸酥油-18L,BL150526D,20270514,延續前一列品項的批號/日期
600,臺中市,太御食品股份有限公司,福壽炸酥油-18L,BL220426D,20270421,延續前一列品項的批號/日期
601,臺中市,卡是香有限公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
602,臺中市,台邑餐飲有限公司,沙拉油 18Ｌ(福壽),C2210426O,2027.04.20,
602,臺中市,台邑餐飲有限公司,福壽大豆沙拉油-18L,C2190526O,20270518,
602,臺中市,台邑餐飲有限公司,福壽大豆沙拉油-18L,C2200526P,20270519,延續前一列品項的批號/日期
602,臺中市,台邑餐飲有限公司,福壽大豆沙拉油-18L,C2210426O,20270420,延續前一列品項的批號/日期
603,臺中市,台灣楓康超市股份有限公司,不飽和大豆沙拉油-2L,C1160426A,20280410,
603,臺中市,台灣楓康超市股份有限公司,好味香油 ２００ｇP*12,BL050626H,2028/05/21,
603,臺中市,台灣楓康超市股份有限公司,好味香油 ２００ｇP*12,BL080626H,2028/05/21,延續前一列品項的批號/日期
603,臺中市,台灣楓康超市股份有限公司,福壽大豆沙拉油-600CC,C1220426A,20270421,
603,臺中市,台灣楓康超市股份有限公司,福壽大豆沙拉油-600CC,C1230426A,20270422,延續前一列品項的批號/日期
603,臺中市,台灣楓康超市股份有限公司,福壽好味香油-200g,BL120526H,20280428,
603,臺中市,台灣楓康超市股份有限公司,福壽好味香油-200g,BL130526H,20280428,延續前一列品項的批號/日期
603,臺中市,台灣楓康超市股份有限公司,福壽好味香油-200g,BL160426H,20280410,延續前一列品項的批號/日期
603,臺中市,台灣楓康超市股份有限公司,福壽好味香油-200g,BL170426H,20280410,延續前一列品項的批號/日期
604,臺中市,四通食材有限公司,香油－Ａ ３Ｌ,BS040626L,2028/05/31,
604,臺中市,四通食材有限公司,健味香油 ３Ｌ(P*6),BL100626L,2028/05/22,
604,臺中市,四通食材有限公司,福壽好味香油-3L,BL160426L,20280410,
604,臺中市,四通食材有限公司,福壽好味香油-3L,BL190526L,20280428,延續前一列品項的批號/日期
604,臺中市,四通食材有限公司,福壽好味香油-3L,BL300426L,20280419,延續前一列品項的批號/日期
604,臺中市,四通食材有限公司,福壽胡麻油-3L,BL200426L,20280210,
604,臺中市,四通食材有限公司,福壽香油-3L,BS060526L,20280428,
604,臺中市,四通食材有限公司,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
604,臺中市,四通食材有限公司,福壽健味香油-3L,BL080526L,20280428,
604,臺中市,四通食材有限公司,福壽健味香油-3L,BL130426L,20280402,延續前一列品項的批號/日期
605,臺中市,巨盛洋行,益康大豆沙拉油 18L,20270410000407,2027.04.10,
606,臺中市,弘光科技大學,益康大豆沙拉油(18L),20270413000408,2027/04/13,
607,臺中市,弘達流通(股)公司-梧棲倉,泰山不飽和大豆沙拉油2.6L*6入(新版),2027040901,2027.04.09,
607,臺中市,弘達流通(股)公司-梧棲倉,泰山好理調合油0.6L*24,2027.07.25,2027/7/25,
607,臺中市,弘達流通(股)公司-梧棲倉,泰山好理調合油0.6L*24,2027072504,2027.07.25,延續前一列品項的批號/日期
607,臺中市,弘達流通(股)公司-梧棲倉,泰山好理調合油-2L*6,20270725.l,20270725,
607,臺中市,弘達流通(股)公司-梧棲倉,泰山好理調合油-2L*6,2027072506,2027.07.25,延續前一列品項的批號/日期
607,臺中市,弘達流通(股)公司-梧棲倉,泰山花生風味調和油2L*6入,2027.11.27,2027/11/27,
607,臺中市,弘達流通(股)公司-梧棲倉,泰山花生風味調和油2L*6入,20271024,20271024,延續前一列品項的批號/日期
607,臺中市,弘達流通(股)公司-梧棲倉,泰山花生風味調和油2L*6入,2027100901,2027.10.09,延續前一列品項的批號/日期
607,臺中市,弘達流通(股)公司-梧棲倉,泰山精選蔬菜油-3L*6,20270725.g,20270725,
607,臺中市,弘達流通(股)公司-梧棲倉,泰山精選蔬菜油-3L*6,20270725.k,20270725,延續前一列品項的批號/日期
607,臺中市,弘達流通(股)公司-梧棲倉,泰山精選蔬菜油-3L*6,2027072506,2027.07.25,延續前一列品項的批號/日期
608,臺中市,弘達流通股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270413,20270413,
608,臺中市,弘達流通股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,延續前一列品項的批號/日期
608,臺中市,弘達流通股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,延續前一列品項的批號/日期
609,臺中市,永大商行,沙拉油-18L,20270416,20270416,
609,臺中市,永大商行,沙拉油-18L,20270420,20270420,延續前一列品項的批號/日期
609,臺中市,永大商行,沙拉油-18L,20270521,20270521,延續前一列品項的批號/日期
609,臺中市,永大商行,花生風味精華調合油-2L,BL130426F,20280108,
609,臺中市,永大商行,福壽炸酥油-18L,BL170426D,20270416,
609,臺中市,永大商行,福壽香油-3L,BS270426L,20280419,
610,臺中市,永昌南北雜貨有限公司,沙拉油 18Ｌ(福壽),C2150426O,2027.04.15,
610,臺中市,永昌南北雜貨有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,
610,臺中市,永昌南北雜貨有限公司,沙拉油－塑桶 3L,C1140426K,2027.04.13,
610,臺中市,永昌南北雜貨有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,
610,臺中市,永昌南北雜貨有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,延續前一列品項的批號/日期
610,臺中市,永昌南北雜貨有限公司,福壽大豆沙拉油-18L,C2150426O,20270414,
610,臺中市,永昌南北雜貨有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
610,臺中市,永昌南北雜貨有限公司,福壽炸酥油-18L,BL180526D,20270517,
610,臺中市,永昌南北雜貨有限公司,福壽胡麻油-3L,BL200426L,20280210,
610,臺中市,永昌南北雜貨有限公司,福壽香油-3L,BS210426L,20280413,
611,臺中市,永勝商號,花生風味精華調合油-2L,BL100426F,20280108,
611,臺中市,永勝商號,花生風味精華調合油-2L,BL130426F,20280108,延續前一列品項的批號/日期
611,臺中市,永勝商號,福壽大豆沙拉油-600CC,C1230426A,20270422,
612,臺中市,永逸富有限公司,沙拉油 18Ｌ(福壽),C2140426P,2027.04.13,
612,臺中市,永逸富有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,
612,臺中市,永逸富有限公司,沙拉油－塑桶 3L,C1140426K,2027.04.13,
612,臺中市,永逸富有限公司,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,
612,臺中市,永逸富有限公司,福壽大豆沙拉油-3L,C1100426K,20270409,
612,臺中市,永逸富有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,延續前一列品項的批號/日期
612,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2140426P,20270413,
612,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
612,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2240426O,20270423,延續前一列品項的批號/日期
612,臺中市,永逸富有限公司,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,
612,臺中市,永逸富有限公司,福壽炸酥油-18L,BL140426D,20270413,
612,臺中市,永逸富有限公司,福壽炸酥油-18L,BL170426D,20270416,延續前一列品項的批號/日期
612,臺中市,永逸富有限公司,福壽香油-3L,BS220426L,20280419,
613,臺中市,永順豐商行,益康大豆沙拉油 18KG,20270526000408,2027/5/26,
613,臺中市,永順豐商行,益康大豆沙拉油 18L,20270410000407,2027.04.10,
613,臺中市,永順豐商行,益康大豆沙拉油 18L,20270527000408,2027/5/27,延續前一列品項的批號/日期
613,臺中市,永順豐商行,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
613,臺中市,永順豐商行,益康大豆沙拉油18kg,2.02704e+13,2027/4/22,原資料以科學記號紀載，無從判定油品序號
